"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bolivia","BOL","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.26556894489927","1.93343898573693","0.21104679208876","19.7974175297714","17.4233702691035","15.0435839735134","21.6769326458137","19.4172720858837","16.9592487473282","42.4487197623426","47.1728949165772","45.2669626284883","48.4737694956451","44.9555897013079","45.6974010498857","44.5322442752219","44.5633613991002","44.2692691371839","46.6965158337398","46.8211536539367","46.7115690064759","","","","","","","","","","","","","","","","",
"Brazil","BRA","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8471529791523","57.0972446076347","59.2063456082517","59.1483972890975","58.8554290953076","52.1048414826364","56.9829392741306","59.4058298847256","58.9535399023835","61.6557975558057","70.6203386390004","62.9328360117956","63.5547698817335","62.7594182672706",
"Barbados","BRB","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3682192919659","31.2436691052335","36.4290623540778","39.6019548390939","41.8199663685029","42.2553979765404","40.4512221868372","40.1858571364681","35.7290468057133","39.1624489589364","40.2522150049474","39.0599713640094","40.8892601152788","37.8835108649118","","","","","","","",
"Brunei Darussalam","BRN","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.692371970872627","0.99290780141844","4.20720971179687","4.58247561084758","3.87184039225632","6.4937106918239","10.2570305412761","15.0825299076271","4.51383580492279","4.95839245311961","6.94579439252337","11.6063223672119","6.7555790307672","13.3710935778199","6.08615380535843","6.91935692491223","8.42153873855687","3.9001327830632","3.44644522471194","3.34961330395416","2.91562706941244","2.39660714749145","4.29746107880636","4.76534386625008","4.92794662053547","5.50439200386516","4.78164054928045","7.14476624869987","8.55659698490452","10.7201071901784","16.0755490456405","8.94815296453863","15.8766815090321","","","",
"Botswana","BWA","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8396326686791","33.4324726240368","32.5187406296852","32.7637579811493","33.856657343078","35.6216229675556","38.2233839693184","","","","","","","","","","","","","","","","","","","","","18.6257707573652","17.2585836635991","18.5719376854209","20.3116628792585","17.1799652582217","7.0977220486832","",
"Central African Republic","CAF","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.177570427997","54.9462401833564","56.9699744881272","57.4240552170764","56.8590963708091","55.5411286514893","55.2175338701199","55.6586411466678","55.3181061196956","56.3846829880728","55.1257355844706","57.4530478067185","58.3780657858532","60.5734307756206","61.2912737127371","64.1563495289702","63.4221761788158","64.5143209461353","65.0174156946142","66.2521686885257","67.3902377657567","66.1346806662983","67.2332940724379","67.9043191167918","68.951785430496","70.4789951850161","71.4338110822706","71.0974438436271","70.8899751885087","71.4748846347583","80.0375766230532","75.9430837022937","70.345779180223","69.0934253116035",
"Central Europe and the Baltics","CEB","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.407614529271","56.6860243958106","41.4439575652507","41.2238969405218","45.181766918628","43.5629165826671","44.4674629513692","44.2752962319062","45.460629370655","46.9778993191204","45.8482600724619","47.015085355809","45.832986020878","45.930053544366","47.8514143445183","47.8626560429134","48.2543858586478","48.8441433811505","48.5311703072954","48.5535154201502","50.1315490114084","49.6421678667348","47.5985764879004","47.4961418650613","46.5413086680781","45.7435984644221","45.4862391284071","47.4987093081994","46.5338652121778","49.9576797669622","",
"Switzerland","CHE","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1119069373121","72.3035345771268","72.6655213090273","74.1542858791105","73.5180726365661","74.1441312947573","74.8672842895154","75.5709150549956","75.1769792184202","69.4068084075772","67.6487520714261","72.1550226558865","67.9405070040283","74.9630376399589","74.5313832796507","74.826903368403","74.5777643722615","73.5172376799296","73.1232927544008","74.8141166809664","74.6139203005427","74.2548593040922","75.3889784859343","75.2033630251265","75.2291955976138","75.1444741647301","74.6975672483413","75.427930179973","75.5027876764554","75.4334094911191","77.8466469454638","77.8789784631008","75.1862196562634","",
"Channel Islands","CHI","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.923866824285","54.1900030194066","54.3556699706597","54.057943526863","53.2158031050388","54.0987780040733","54.2978395061728","54.6955865605161","55.1950584423099","48.4565101837624","45.7254347492124","44.464957469941","45.1937140253707","45.4970899751177","45.6331506541954","44.3383254522974","44.5926040128472","33.9211733862583","33.982610698219","33.8134765024951","52.0437959668015","62.1354874855959","50.5635127993186","",
"China","CHN","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.40156604372231","6.85424391547508","8.01289612329952","6.75923709201181","7.06737615228959","3.86615945966928","6.31643499591169","3.70768404083826","8.3936561354763","10.6022725416642","14.803456659365","15.0832277687549","11.8209863298478","9.98200761120228","38.2369470498058","35.2630890180993","34.6572403259254","38.5510944748769","37.4381049215681","37.996673282028","36.2442183864122","42.7233259357904","",
"Cameroon","CMR","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2606646723763","18.5872549947922","16.6422102968305","13.2159075878489","12.9347680492923","14.1181852206096","","","14.4085383931218","16.9457196867405","","","","","","","","","","","","","24.5369894767476","28.208944280164","20.0822332828392","18.2125644711254","15.0591294137382","9.31297018036799","18.8221299952206","24.8935178078408","21.7198996113118","23.4852033983897","","",
"Congo, Dem. Rep.","COD","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2654549879655","1.17592523902858","9.96922831526688","2.64805007221955","0.933193251344169","0.908149095157273","0.784583868396457","0.304012971220105","0.982089012595948","0.0837641338688446","0.183734482027327","0.853331318929161","0.739694778764494","11.0112259911883","15.52573693023","21.8527825534859","15.6625323503573","35.7214841952496","34.4832280435673","","7.18947220185787","7.41915233509585","8.3335253301255","7.16342212363426","5.26784048638768","8.87201108463671","10.317856371551","7.49379523248096","9.15494608835583","7.27483203002862","10.719914783557","",
"Congo, Rep.","COG","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9287335451657","20.2446374756249","11.5808661979049","46.0029228067998","53.8221099471231","30.0439343027983","31.0025561285919","23.8122785814625","12.8728006683673","14.1892643970478","28.7525609253951","30.8087171109319","26.0118664051663","27.7726851694565","24.0418035852297","30.6131980287543","20.127113036953","36.5946603815815","41.9134376197804","39.7961537308014","32.9236848167612","","",
"Colombia","COL","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4514250672315","29.1313478053629","30.4690468060384","","","41.1877617858872","","","","","40.3590489459105","41.355783183198","41.8064964873265","34.8807849977294","51.2294352574364","54.7121781343506","58.8273764991113","59.9422974705013","48.5539122521125","55.3285861021509","55.7729108362422","56.6380836900108","58.5998389060623","59.2125931666591","58.0686409235752","",
"Comoros","COM","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2980373220958","34.6126296569348","31.5730516643222","35.8577997658521","33.9257148778309","30.0043760053132","30.7619353101334","29.3104486401994","28.7418901457817","28.6586499934332","28.4213017572562","28.7254667139622","31.6582492793041","27.4632158137978","25.4380759621742","28.2094591171867","","","",
"Costa Rica","CRI","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.646225766533755","0.578889025742086","0.269879518072289","20.7745090306807","20.2008997350096","20.7440316359908","26.8223342557143","32.4464856019215","25.900051335848","24.4895340738297","27.9267224213461","28.5756684564121","27.5731172651091","27.3184702755191","28.5032113467585","26.573372237819","24.0332001229634","25.5057875098728","27.6386690588438","25.5008729899307","28.1622973085255","24.9378659587681","22.4512351924002","21.3137018044008","22.4873493372008","22.2382729595559","22.1122856563046","21.7290865460294","23.5460678123712","21.0665620502702","23.8551786501239","22.3616301050512","25.0422520260452","26.1968584035246","23.6788668605153","22.4618486758524","",
"Caribbean small states","CSS","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","9.27287362489939","9.99600692133635","8.36281410700608","8.74186301054207","9.18934081346423","7.4337731917849","4.97107826172937","3.85183665093371","5.08934384721117","5.26213936686611","28.27828624486","27.8599623713432","29.7889672100879","34.1938368127755","35.5454762473144","29.7441516985087","30.3148913712728","29.624150339864","29.0021436968398","28.6228681789911","30.4261321455085","30.3672240443035","30.7159124665809","30.9943722672022","33.5895418507535","33.1862441194705","31.9249952864954","30.4261550032806","31.0386073121875","31.4124200762877","33.5034215418694","33.8202049633276","33.2641056571862","33.7750599080755","29.8471628506178","40.5359979591744","43.0071286226294","41.8518145094292","39.0487770567346","40.0401753438484","48.7383435168737","49.4104866729401","46.1842543926925","",
"Czechia","CZE","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.1910384384157","70.3963397933155","31.683792957655","36.486614515238","44.1175832582542","43.9066813309798","46.5536981033929","47.8122707469346","43.9339057163966","43.8462874694626","42.1323248479825","44.1212459903628","44.2825012227562","45.2548587650619","45.785091010132","46.1443683691093","46.7582461995023","46.8474923747261","48.5311703072954","48.5535154201502","51.6674832257908","50.943033487802","50.9005266777697","51.127149812803","51.0119993060998","50.2636774614439","50.2869426771847","51.3369208203391","51.5887166866024","50.51703695345","",
"Germany","DEU","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1987461613574","77.824998579995","77.6411771219028","78.3376070217779","79.6430223989306","66.2464416989502","80.2458047515409","80.7251896192267","80.2120523131271","80.6713489012001","80.0988455901058","80.5050724366413","80.7083615436696","81.1029947717154","81.2357565136454","81.1872859374328","81.0713921519907","80.5973774370433","79.6878146889328","80.4556283855062","77.922915879299","80.4727649097092","80.5999399165223","81.7019468479604","82.2326377726471","82.868285057493","82.9366948520837","82.0997404511419","82.8508946956758","82.8563722294159","83.8813189150796","82.7935286616579","79.7982291378545","",
"Djibouti","DJI","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
